Application,Server,ID,Release_Date,Benchmark,Version1,Status1,Version1_Finding_Details,Version2,Status2,Version2_Finding_Details,T/F,TRUE/FALSE
application C,server A,CC-11,2021-21-05,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,,FALSE,FALSE
application C,server A,CC-12,2021-21-05,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-13,2021-21-05,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-14,2021-21-07,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Open,Findings A,FALSE,FALSE
application C,server A,CC-15,2021-22-07,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application C,server A,CC-16,2021-23-07,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,FindingsC,FALSE,FALSE
application C,server A,CC-17,2021-24-07,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application C,server A,CC-18,2021-25-07,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application C,server A,CC-19,2021-26-07,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-20,2021-27-07,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-21,2021-28-07,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-22,2021-29-07,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-23,2021-30-07,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-24,2021-31-07,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-01,2020-21-12,DOT NET,version1,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application C,server A,CC-02,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application C,server A,CC-03,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application C,server A,CC-04,2020-21-12,DOT NET,version1,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application C,server A,CC-05,2020-21-12,DOT NET,version1,Not Reviewed,Findings1,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-06,2020-21-12,IE11,version1,Not Reviewed,Findings2,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-07,2020-21-12,IE11,version1,Not Applicable,Findings3,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-08,2020-21-12,IE11,version1,Not Applicable,Findings4,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-09,2020-21-12,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-10,2020-21-12,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-11,2020-21-12,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-12,2020-21-12,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-13,2020-21-12,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-14,2020-21-12,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings1,FALSE,FALSE
application C,server A,CC-15,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings2,FALSE,FALSE
application C,server A,CC-16,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings3,FALSE,FALSE
application C,server A,CC-17,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings4,FALSE,FALSE
application C,server A,CC-18,2020-21-12,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings5,FALSE,FALSE
application C,server A,CC-19,2020-21-12,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-20,2020-21-12,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-21,2020-21-12,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-22,2020-21-12,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-23,2020-21-12,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-24,2020-21-12,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-01,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application C,server A,CC-02,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application C,server A,CC-03,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application C,server A,CC-04,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application C,server A,CC-05,2021-05-04,DOT NET,version1,Not a Finding,Findings A,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-06,2021-05-04,IE11,version1,Not a Finding,Findings B,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-07,2021-05-04,IE11,version1,Not a Finding,Findings C,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-08,2021-05-04,IE11,version1,Not a Finding,Findings D,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application C,server A,CC-09,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-10,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-11,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-12,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-13,2021-05-04,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-14,2021-05-04,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application C,server A,CC-15,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application C,server A,CC-16,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application C,server A,CC-17,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application C,server A,CC-18,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application C,server A,CC-19,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-20,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-21,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application C,server A,CC-22,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-23,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application C,server A,CC-24,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-01,2020-21-05,DOT NET,version1,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application D,server A,AC-02,2020-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application D,server A,AC-03,2020-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application D,server A,AC-04,2020-21-05,DOT NET,version1,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application D,server A,AC-05,2020-21-05,DOT NET,version1,Not Reviewed,Findings A,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-06,2020-21-05,IE11,version1,Not Reviewed,Findings B,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-07,2020-21-05,IE11,version1,Not Applicable,Findings C,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-08,2020-21-05,IE11,version1,Not Applicable,Findings D,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-09,2020-21-05,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-10,2020-21-05,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-11,2020-21-05,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application D,server A,AC-12,2020-21-05,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application D,server A,AC-13,2020-21-05,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-14,2020-21-05,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application D,server B,AC-15,2020-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application D,server B,AC-16,2020-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application D,server B,AC-17,2020-21-05,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application D,server B,AC-18,2020-21-05,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application D,server B,AC-19,2020-21-05,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-20,2020-21-05,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-21,2020-21-05,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-22,2020-21-05,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application D,server B,AC-23,2020-21-05,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-24,2020-21-05,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-01,2020-21-08,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application D,server A,AC-02,2020-21-08,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application D,server A,AC-03,2020-21-08,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application D,server A,AC-04,2020-21-08,DOT NET,version1,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application D,server A,AC-05,2020-21-08,DOT NET,version1,Not Reviewed,Findings A,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-06,2020-21-08,IE11,version1,Not Reviewed,Findings B,version2,Not a Finding,,FALSE,FALSE
application D,server A,AC-07,2020-21-08,IE11,version1,Not Applicable,Findings C,version2,Not a Finding,,FALSE,FALSE
application D,server A,AC-08,2020-21-08,IE11,version1,Not Applicable,Findings D,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-09,2020-21-08,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-10,2020-21-08,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-11,2020-21-08,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-12,2020-21-08,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-13,2020-21-08,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-14,2020-21-08,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application D,server B,AC-15,2020-21-08,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application D,server B,AC-16,2020-21-08,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application D,server B,AC-17,2020-21-08,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application D,server B,AC-18,2020-21-08,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application D,server B,AC-19,2020-21-08,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,,FALSE,FALSE
application D,server B,AC-20,2020-21-08,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-21,2020-21-08,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-22,2020-21-08,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-23,2020-21-08,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-24,2020-21-08,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-01,2020-21-12,DOT NET,version1,Open,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application D,server A,AC-02,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application D,server A,AC-03,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application D,server A,AC-04,2020-21-12,DOT NET,version1,Not Reviewed,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application D,server A,AC-05,2020-21-12,DOT NET,version1,Not Reviewed,Findings A,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-06,2020-21-12,IE11,version1,Not Reviewed,Findings B,version2,Not a Finding,,FALSE,FALSE
application D,server A,AC-07,2020-21-12,IE11,version1,Not Applicable,Findings C,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-08,2020-21-12,IE11,version1,Not Applicable,Findings D,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-09,2020-21-12,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-10,2020-21-12,IE11,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-11,2020-21-12,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-12,2020-21-12,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-13,2020-21-12,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-14,2020-21-12,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application D,server B,AC-15,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application D,server B,AC-16,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application D,server B,AC-17,2020-21-12,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application D,server B,AC-18,2020-21-12,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application D,server B,AC-19,2020-21-12,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-20,2020-21-12,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-21,2020-21-12,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-22,2020-21-12,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-23,2020-21-12,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-24,2020-21-12,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-01,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application D,server A,AC-02,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
